13.343,1,1,-0.28057,-0.1485,-0.17685,5.7129,13.214,1,1,-0.31942,-0.17443,-0.17685,5.8043,13.044,1,1,-0.27616,-0.14711,-0.17685,5.8671,12.862,1,1,-0.15628,-0.071389,-0.17685,5.8596,12.695,1,1,-0.0019172,0.021383,-0.17685,5.7656
10.008,1,1,0.10386,0.083175,0.15029,4.5223,10.274,1,1,0.081067,0.073047,0.15029,4.4003,10.592,1,1,0.052991,0.057594,0.15029,4.2947,10.938,1,1,0.0094264,0.030342,0.15029,4.2135,11.27,1,1,-0.060529,-0.013504,0.15029,4.1705
11.184,1,1,-0.080395,-0.027864,-0.55058,8.8928,11.13,1,1,-0.012555,0.015193,-0.55058,8.7751,11.04,1,1,0.020584,0.037439,-0.55058,8.6381,10.952,1,1,0.018106,0.035671,-0.55058,8.5026,10.925,1,1,0.023775,0.036676,-0.55058,8.3643
10.702,1,1,-0.027057,0.0042791,-0.25568,4.5546,10.463,1,1,-0.0097395,0.016933,-0.25568,4.4836,10.314,1,1,0.039432,0.049161,-0.25568,4.3847,10.281,1,1,0.10578,0.089493,-0.25568,4.2491,10.346,1,1,0.16391,0.12009,-0.25568,4.083
15.918,0,1,0.33831,0.22446,-0.22268,6.7073,15.98,0,1,0.33695,0.23117,-0.22268,6.4161,15.983,0,1,0.33217,0.23122,-0.22268,6.1315,15.947,0,1,0.33561,0.23059,-0.22268,5.8489,15.881,0,1,0.33497,0.2219,-0.22268,5.5709
20.8,1,1,0.10733,0.085268,0.28671,-3.9437,21.036,1,1,0.12975,0.10313,0.28671,-3.9988,21.154,1,1,0.13934,0.11129,0.28671,-4.0576,21.165,1,1,0.099862,0.085861,0.28671,-4.0936,21.101,1,1,0.0056411,0.025882,0.28671,-4.0776
13.716,1,0,-0.086726,-0.03168,0.11919,-10.243,13.716,1,0,-0.086569,-0.030543,0.11919,-10.105,13.716,1,1,-0.086539,-0.029182,0.11919,-9.9686,13.716,1,1,-0.086412,-0.028494,0.11919,-9.8342,13.716,1,1,-0.086129,-0.028741,0.11919,-9.7021
16.764,0,1,0.025452,0.035923,-0.012255,5.5119,16.764,0,1,0.025579,0.038758,-0.012255,5.4103,16.764,0,1,0.025737,0.040644,-0.012255,5.3086,16.764,0,1,0.026207,0.040644,-0.012255,5.2065,16.765,0,1,0.02655,0.038327,-0.012255,5.1045
13.863,1,1,-0.91402,-0.53024,1.0676,-11.516,13.879,1,1,-0.93334,-0.5538,1.0676,-10.885,13.906,1,1,-0.93962,-0.55972,1.0676,-10.262,13.974,1,1,-0.94345,-0.55464,1.0676,-9.6505,14.105,1,1,-0.93124,-0.53177,1.0676,-9.0585
10.633,1,1,0.27466,0.18611,-0.39389,3.8914,10.655,1,1,0.28073,0.19643,-0.39389,3.6634,10.663,1,1,0.28073,0.19923,-0.39389,3.4388,10.665,1,1,0.28054,0.19678,-0.39389,3.2173,10.665,1,1,0.28042,0.18943,-0.39389,2.9993
13.165,1,1,0.49565,0.31928,-0.43934,12.051,13.227,1,1,0.4815,0.32049,-0.43934,11.618,13.301,1,1,0.46929,0.3165,-0.43934,11.198,13.412,1,1,0.47185,0.31423,-0.43934,10.782,13.557,1,1,0.48624,0.31194,-0.43934,10.365
16.846,0,1,0.78757,0.49521,-0.18052,10.575,16.873,0,1,0.67978,0.44302,-0.18052,10.047,16.951,0,1,0.50605,0.33936,-0.18052,9.624,17.088,0,1,0.306,0.21241,-0.18052,9.318,17.279,0,1,0.14341,0.10788,-0.18052,9.1049
16.687,1,0,0.15211,0.11226,0.20185,2.7701,16.637,1,0,0.16755,0.12649,0.20185,2.6187,16.616,1,0,0.17841,0.13559,0.20185,2.4632,16.612,1,0,0.18368,0.13732,0.20185,2.3064,16.62,1,0,0.17769,0.12829,0.20185,2.155
10.348,1,1,0.15133,0.11178,-0.37017,8.4762,10.274,1,1,0.17974,0.13402,-0.37017,8.2543,10.274,1,1,0.21189,0.15642,-0.37017,8.0162,10.346,1,1,0.24337,0.17396,-0.37017,7.7631,10.457,1,1,0.26789,0.18198,-0.37017,7.4998
13.713,1,1,0.29368,0.19757,-0.41245,2.9886,13.713,1,1,0.29352,0.20433,-0.41245,2.7635,13.713,1,1,0.29368,0.20728,-0.41245,2.5418,13.713,1,1,0.29368,0.20485,-0.41245,2.3233,13.713,1,1,0.29352,0.19723,-0.41245,2.1084
18.455,1,1,-0.23419,-0.12055,0.23769,2.1218,18.376,1,1,-0.27257,-0.14548,0.23769,2.2267,18.343,1,1,-0.28518,-0.15272,0.23769,2.335,18.377,1,1,-0.29093,-0.15405,0.23769,2.4423,18.463,1,1,-0.29339,-0.1521,0.23769,2.5469
13.768,0,1,-0.098083,-0.038524,0.19623,-5.3986,13.789,0,0,-0.10036,-0.039068,0.19623,-5.3073,13.813,0,0,-0.080423,-0.025378,0.19623,-5.2283,13.808,0,0,-0.066156,-0.016059,0.19623,-5.1591,13.76,0,0,-0.071369,-0.019956,0.19623,-5.0887
13.331,1,0,-0.061775,-0.016643,-0.16649,6.3151,13.22,1,0,-0.03509,0.0012685,-0.16649,6.2389,13.127,1,0,0.0075151,0.029312,-0.16649,6.138,13.058,1,0,0.058098,0.060222,-0.16649,6.0088,13.01,1,0,0.10632,0.085807,-0.16649,5.854
18.582,1,1,0.023601,0.034808,-0.21215,7.2104,18.653,1,1,-0.0058958,0.019309,-0.21215,7.1077,18.726,1,1,-0.030753,0.005512,-0.21215,7.0183,18.82,1,1,-0.048017,-0.0049233,-0.21215,6.9378,18.954,1,1,-0.033175,0.0027778,-0.21215,6.8486
14.276,1,1,0.25023,0.17138,0.8209,-10.136,14.33,1,1,0.25066,0.17784,0.8209,-10.191,14.266,1,1,0.18597,0.1403,0.8209,-10.205,14.134,1,1,0.059343,0.060987,0.8209,-10.149,13.986,1,1,-0.096137,-0.034698,0.8209,-10.008
