8.2735,1,1,-0.14787,-0.06853,-0.29841,7.5327,8.3652,1,1,-0.15036,-0.069962,-0.29841,7.5081,8.4912,1,1,-0.1357,-0.059756,-0.29841,7.473,8.5988,1,1,-0.10971,-0.042796,-0.29841,7.4214,8.6416,1,1,-0.071371,-0.019957,-0.29841,7.3475
12.116,1,1,-0.068005,-0.020398,0.54708,-10.394,12.288,1,1,-0.057259,-0.012431,0.54708,-10.271,12.534,1,1,-0.02699,0.0078524,0.54708,-10.166,12.826,1,1,-0.0037955,0.022225,0.54708,-10.075,13.117,1,1,-0.028482,0.0055713,0.54708,-9.9714
20.302,1,1,0.81567,0.51214,-1.1673,11.005,20.061,1,1,0.76526,0.49584,-1.1673,10.423,19.875,1,1,0.69967,0.45977,-1.1673,9.8876,19.795,1,1,0.68945,0.44782,-1.1673,9.3664,19.814,1,1,0.7249,0.454,-1.1673,8.8349
19.387,1,0,-0.26977,-0.14199,0.0065901,7.138,19.356,1,0,-0.17525,-0.085341,0.0065901,7.1319,19.361,1,0,-0.067129,-0.017111,0.0065901,7.0627,19.384,1,0,0.01079,0.031179,0.0065901,6.9491,19.408,1,0,0.03748,0.044833,0.0065901,6.8211
13.689,1,1,0.00021098,0.020712,-0.053788,-3.8416,13.682,1,1,0.0072905,0.027457,-0.053788,-3.8286,13.682,1,1,0.017172,0.035318,-0.053788,-3.8209,13.688,1,1,0.027352,0.041347,-0.053788,-3.8195,13.698,1,1,0.03695,0.044517,-0.053788,-3.8237
4.5646,1,1,0.055305,0.053914,-0.14167,3.1294,4.5372,1,1,0.060702,0.060462,-0.14167,3.0344,4.4971,1,1,0.067906,0.066869,-0.14167,2.936,4.4814,1,1,0.060586,0.061749,-0.14167,2.842,4.5555,1,1,0.053595,0.054425,-0.14167,2.7523
15.239,1,0,0.1853,0.13225,-0.40241,10.106,15.239,1,0,0.18527,0.13744,-0.40241,9.8625,15.231,1,1,0.18517,0.1398,-0.40241,9.6212,15.202,1,1,0.18517,0.13824,-0.40241,9.382,15.136,1,1,0.19705,0.13981,-0.40241,9.1388
11.219,1,1,-0.050463,-0.0098262,0.22287,-5.3116,11.29,1,1,-0.10537,-0.042159,0.22287,-5.2184,11.385,1,1,-0.16114,-0.075578,0.22287,-5.0952,11.519,1,1,-0.18535,-0.089231,0.22287,-4.9616,11.684,1,1,-0.18472,-0.087422,0.22287,-4.8315
18.636,1,1,0.07219,0.064089,-0.046956,-10.15,18.686,1,1,0.038496,0.04674,-0.046956,-10.084,18.702,1,1,0.03163,0.044309,-0.046956,-10.014,18.705,1,1,0.032333,0.044405,-0.046956,-9.9443,18.706,1,1,0.033731,0.042601,-0.046956,-9.8765
5.9441,1,1,0.11506,0.089926,-0.13407,2.8206,5.9866,1,1,0.090884,0.079113,-0.13407,2.7121,5.9676,1,1,0.084706,0.077318,-0.13407,2.6079,5.9238,1,1,0.098181,0.08483,-0.13407,2.4968,5.873,1,1,0.10967,0.087801,-0.13407,2.3804
13.978,1,1,-0.14228,-0.065158,0.052812,-9.198,13.926,1,1,-0.037947,-0.00049736,0.052812,-9.0997,13.855,1,1,0.021861,0.038234,0.052812,-9.0349,13.792,1,1,0.034205,0.045554,0.052812,-8.9779,13.748,1,1,0.021865,0.035539,0.052812,-8.9147
19.463,1,1,-0.36001,-0.19637,0.63686,-12.845,19.613,1,1,-0.31105,-0.16926,0.63686,-12.551,19.731,1,1,-0.22046,-0.11247,0.63686,-12.312,19.823,1,1,-0.12797,-0.054007,0.63686,-12.128,19.907,1,1,-0.091669,-0.032039,0.63686,-11.966
5.8393,1,1,-1.1125,-0.64986,-0.31128,-5.4232,5.8516,1,1,-1.1627,-0.69556,-0.31128,-4.7303,5.881,1,1,-1.0106,-0.60388,-0.31128,-4.1373,5.9367,1,1,-0.66509,-0.38375,-0.31128,-3.7493,6.0138,1,1,-0.19425,-0.093096,-0.31128,-3.6279
7.7034,1,0,-0.044568,-0.0062735,0.039151,2.9686,7.8047,1,0,-0.048161,-0.006809,0.039151,2.937,7.9602,1,0,-0.049683,-0.0062609,0.039151,2.9055,8.1526,1,0,-0.048354,-0.00513,0.039151,2.8721,8.3529,1,0,-0.042733,-0.002911,0.039151,2.8347
22.784,0,0,0.046385,0.048538,0.22565,3.928,22.924,0,0,0.056649,0.057958,0.22565,3.8265,22.979,0,0,0.050421,0.055995,0.22565,3.7289,22.957,0,0,0.041613,0.050102,0.22565,3.6363,22.858,0,0,0.0082436,0.027431,0.22565,3.5623
10.712,1,1,-0.088516,-0.032759,0.024688,14.004,10.676,1,1,-0.072581,-0.021899,0.024688,13.863,10.667,1,1,-0.06737,-0.01726,0.024688,13.718,10.667,1,1,-0.067183,-0.016689,0.024688,13.571,10.668,1,1,-0.067056,-0.017389,0.024688,13.425
13.752,1,1,-0.030265,0.0023459,0.70221,-14.218,13.834,1,1,-0.044744,-0.0046973,0.70221,-14.06,13.961,1,1,-0.047004,-0.0045943,0.70221,-13.9,14.13,1,1,-0.033732,0.003847,0.70221,-13.75,14.319,1,1,-0.02821,0.0057334,0.70221,-13.605
6.0968,1,1,0.073847,0.065088,-0.010809,1.0845,6.0961,1,1,0.073937,0.068641,-0.010809,1.0049,6.096,1,1,0.07428,0.070833,-0.010809,0.92592,6.0957,1,1,0.07425,0.070138,-0.010809,0.84723,6.0946,1,1,0.074034,0.06659,-0.010809,0.76923
16.315,1,1,-0.075108,-0.024678,0.079517,6.3732,16.318,1,1,-0.076835,-0.024528,0.079517,6.32,16.358,1,1,-0.07966,-0.024904,0.079517,6.2669,16.446,1,1,-0.086649,-0.028639,0.079517,6.2163,16.591,1,1,-0.089696,-0.030864,0.079517,6.1663
10.671,1,1,0.22651,0.15709,-0.31742,3.5688,10.664,1,1,0.2285,0.16415,-0.31742,3.374,10.664,1,1,0.22863,0.16683,-0.31742,3.1818,10.665,1,1,0.22844,0.1648,-0.31742,2.9921,10.665,1,1,0.22813,0.15831,-0.31742,2.8053
